   1.5477  1.3423
   1.9981  1.1122
   1.0566  6.1175
   2.5579  4.4988
   1.9944  3.2807
   1.6959  1.5030
   2.4020  1.7082
   2.5750  5.1432
   1.6926  4.1639
   1.2556  4.1780
   0.4660  6.5005
   1.6671  6.1879
   1.4753  4.5187
   1.1136  3.7969
   1.6339  3.4133
   0.6224 -0.1537
   2.7913  4.1719
   1.5130  5.3481
   2.3682  3.0584
   0.6003  2.5249
   1.9520  3.7869
   0.3142  0.9779
   1.9902  5.0255
   1.5574  3.6337
   1.6551  1.1356
   2.5687  2.3949
   2.6309  1.5529
   1.6797  5.9655
   2.1468  5.2485
   1.3398  1.7741
   2.1579  2.5319
   1.7643  3.2272
   1.7400  2.8236
   1.5373  3.8605
   2.6489  5.5524
   0.8713  1.7276
   2.3465  5.1133
   2.3290  4.0600
   1.8230  0.9696
   0.8130  1.2560
   1.5275  5.0937
   1.1152  3.1128
   1.3315  5.4756
   2.4452  5.7505
   1.8863  5.9060
   1.0471  5.8532
   1.9757  1.8664
   0.8579  0.0187
   0.8806  2.4646
   1.5338  2.6560
   0.6063  5.7180
   1.6460  3.0280
   0.7765  3.5437
   1.7347  0.1175
   0.5210  0.6709
   1.0832  0.0935
   1.8272  4.8010
   2.4486  3.4025
   1.8174  1.2719
   2.0323  4.7274
   0.8874  4.2592
   1.0461  4.0511
   2.2228  3.3251
   0.7914  2.7320
   1.1716  4.7574
   2.5552  4.1103
   1.5403  1.9456
   2.1497  0.9121
   1.8763  2.0924
   0.9448  5.4534
   1.7349  0.5082
   1.6692  4.3876
   1.3482  4.9489
   0.8331  6.0059
   1.2573  4.4971
   1.3399  2.0113
   2.5401  2.8443
   2.1336  1.5771
   1.2078  1.0895
   1.3223  5.7181
   1.5236  0.5048
   0.4461  4.1631
   0.6451  4.8546
   1.1299  0.8398
   1.6997  5.7220
   3.0179  4.5062
   2.3780  0.7870
   2.1286  3.0623
   2.4471  4.8099
   0.5875  3.3812
   2.5917  6.0310
   0.4421  1.5793
   1.8411  3.4755
   2.3156  1.0871
   0.6989  4.1353
   1.3332  0.4134
   0.6726  1.5039
   1.5680  0.2804
   1.0494  0.5686
   1.2696  3.2824
   2.3497  2.0336
   0.4174  3.0628
   2.1533  3.8817
   1.1504  5.3409
   1.1316  0.3359
   1.5860  1.7090
   1.3763  2.4684
   2.1879  0.6156
   1.6996  5.2346
   1.0162  4.5790
   1.1206  5.6239
   0.2698  5.3811
   1.6669  2.1435
   1.3551  3.0494
   0.7237  0.9347
   1.4553  6.0855
   1.5914  0.9235
   1.5006  0.7204
   0.8018  4.5627
